call_index,filename,symbol,cluster_confidence,top_context,context_confidence,alt_context,alt_confidence,valence,arousal,caller_age_sex,body_part,comm_mode,directed_at,context_probabilities,interpretation,confidence,confidence_note,alternative
389,session_20_call_0010.wav,47,1.0,Courtship,0.28,Advertisement & Attraction,0.25,positive,medium,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.25, 'Affiliative': 0.005, 'Aggressive': 0.025, 'Attentive': 0.005, 'Avoidance': 0.0, 'Birth': 0.165, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.015, 'Courtship': 0.28, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.015, 'Maintenance': 0.005, 'Protest & Distress': 0.2}",The call is associated with courtship or mating behavior— likely a male advertising reproductive fitness.,28.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Advertisement & Attraction (25.0%)
390,session_20_call_0011.wav,47,1.0,Calf Nourishment & Weaning,0.355,Protest & Distress,0.2,positive,medium,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.04, 'Aggressive': 0.045, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.155, 'Calf Nourishment & Weaning': 0.355, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.04, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.055, 'Maintenance': 0.005, 'Protest & Distress': 0.2}",The call is associated with nursing or feeding of a calf.,35.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (20.0%)
391,session_20_call_0012.wav,47,1.0,Calf Nourishment & Weaning,0.245,Birth,0.17,positive,medium,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.065, 'Aggressive': 0.045, 'Attentive': 0.025, 'Avoidance': 0.055, 'Birth': 0.17, 'Calf Nourishment & Weaning': 0.245, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.07, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.06, 'Maintenance': 0.0, 'Protest & Distress': 0.16}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,24.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (17.0%)
392,session_20_call_0013.wav,47,1.0,Foraging & Comfort Technique,0.37,Calf Reassurance & Protection,0.105,neutral,low,subadult_female,feet,visual,E020,"{'Advertisement & Attraction': 0.07, 'Affiliative': 0.005, 'Aggressive': 0.025, 'Attentive': 0.05, 'Avoidance': 0.005, 'Birth': 0.07, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.105, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.01, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.37, 'Lone & Object Play': 0.055, 'Maintenance': 0.095, 'Protest & Distress': 0.06}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,37.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Calf Reassurance & Protection (10.5%)
393,session_20_call_0014.wav,47,1.0,Protest & Distress,0.27,Calf Nourishment & Weaning,0.26,positive,medium,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.025, 'Aggressive': 0.05, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.185, 'Calf Nourishment & Weaning': 0.26, 'Calf Reassurance & Protection': 0.03, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.065, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.035, 'Maintenance': 0.0, 'Protest & Distress': 0.27}",The elephant appears to be in distress or protesting a situation.,27.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Calf Nourishment & Weaning (26.0%)
394,session_20_call_0015.wav,47,1.0,Calf Nourishment & Weaning,0.37,Protest & Distress,0.235,positive,medium,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.035, 'Aggressive': 0.025, 'Attentive': 0.0, 'Avoidance': 0.015, 'Birth': 0.17, 'Calf Nourishment & Weaning': 0.37, 'Calf Reassurance & Protection': 0.025, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.015, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.05, 'Maintenance': 0.0, 'Protest & Distress': 0.235}",The call is associated with nursing or feeding of a calf.,37.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (23.5%)
395,session_20_call_0016.wav,47,1.0,Advertisement & Attraction,0.4,Protest & Distress,0.25,neutral,high,subadult_female,body,acoustic,E020,"{'Advertisement & Attraction': 0.4, 'Affiliative': 0.01, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.235, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.025, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.015, 'Maintenance': 0.005, 'Protest & Distress': 0.25}",The elephant is producing an advertisement call to attract attention— possibly a musth rumble signaling dominance and reproductive state.,40.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (25.0%)
396,session_20_call_0017.wav,47,1.0,Advertisement & Attraction,0.385,Protest & Distress,0.275,neutral,high,subadult_male,trunk,seismic,,"{'Advertisement & Attraction': 0.385, 'Affiliative': 0.005, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.225, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.03, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.01, 'Maintenance': 0.005, 'Protest & Distress': 0.275}",The elephant is producing an advertisement call to attract attention— possibly a musth rumble signaling dominance and reproductive state.,38.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (27.5%)
397,session_20_call_0018.wav,47,1.0,Calf Nourishment & Weaning,0.365,Protest & Distress,0.18,positive,medium,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.065, 'Aggressive': 0.02, 'Attentive': 0.025, 'Avoidance': 0.055, 'Birth': 0.13, 'Calf Nourishment & Weaning': 0.365, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.035, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.055, 'Maintenance': 0.015, 'Protest & Distress': 0.18}",The call is associated with nursing or feeding of a calf.,36.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (18.0%)
398,session_20_call_0019.wav,47,1.0,Calf Nourishment & Weaning,0.41,Protest & Distress,0.2,positive,medium,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.025, 'Aggressive': 0.01, 'Attentive': 0.015, 'Avoidance': 0.035, 'Birth': 0.17, 'Calf Nourishment & Weaning': 0.41, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.05, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.02, 'Maintenance': 0.01, 'Protest & Distress': 0.2}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,41.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (20.0%)
399,session_20_call_0020.wav,47,1.0,Conflict & Confrontation,0.335,Protest & Distress,0.24,negative,high,subadult_female,mouth,chemical,E020,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.005, 'Aggressive': 0.085, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.21, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.335, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.015, 'Maintenance': 0.0, 'Protest & Distress': 0.24}",The call is associated with an active conflict or confrontation with high intensity.,33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (24.0%)
400,session_21_call_0001.wav,47,1.0,Attentive,0.475,Protest & Distress,0.115,neutral,low,calf,feet,seismic,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.045, 'Aggressive': 0.02, 'Attentive': 0.475, 'Avoidance': 0.03, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.02, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.04, 'Lone & Object Play': 0.045, 'Maintenance': 0.045, 'Protest & Distress': 0.115}","The elephant is in an alert, attentive state — listening or monitoring.",47.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (11.5%)
401,session_21_call_0002.wav,47,1.0,Birth,0.42,Protest & Distress,0.38,neutral,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.015, 'Aggressive': 0.055, 'Attentive': 0.0, 'Avoidance': 0.015, 'Birth': 0.42, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.035, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.38}",The call is associated with a birth event.,42.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (38.0%)
402,session_21_call_0003.wav,30,1.0,Foraging & Comfort Technique,0.3,Maintenance,0.16,neutral,low,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.01, 'Aggressive': 0.01, 'Attentive': 0.105, 'Avoidance': 0.01, 'Birth': 0.05, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.01, 'Courtship': 0.105, 'Foraging & Comfort Technique': 0.3, 'Lone & Object Play': 0.025, 'Maintenance': 0.16, 'Protest & Distress': 0.09}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,30.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Maintenance (16.0%)
403,session_21_call_0004.wav,47,1.0,Birth,0.71,Protest & Distress,0.22,neutral,high,calf,ears,visual,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.005, 'Aggressive': 0.0, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.71, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.02, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.22}",The call is associated with a birth event.,71.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.0%)
404,session_21_call_0005.wav,47,1.0,Birth,0.74,Protest & Distress,0.205,neutral,high,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.005, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.74, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.025, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.205}",The call is associated with a birth event.,74.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (20.5%)
405,session_21_call_0006.wav,47,1.0,Protest & Distress,0.505,Birth,0.365,negative,high,calf,body,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.005, 'Aggressive': 0.01, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.365, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.02, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.505}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,50.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (36.5%)
406,session_21_call_0007.wav,47,1.0,Protest & Distress,0.385,Birth,0.27,negative,high,calf,body,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.01, 'Aggressive': 0.165, 'Attentive': 0.0, 'Avoidance': 0.02, 'Birth': 0.27, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.04, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.025, 'Maintenance': 0.0, 'Protest & Distress': 0.385}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,38.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (27.0%)
407,session_21_call_0008.wav,47,1.0,Protest & Distress,0.23,Calf Reassurance & Protection,0.215,positive,medium,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.03, 'Aggressive': 0.06, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.13, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.215, 'Coalition Building': 0.05, 'Conflict & Confrontation': 0.05, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.075, 'Maintenance': 0.0, 'Protest & Distress': 0.23}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable.,23.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Calf Reassurance & Protection (21.5%)
408,session_21_call_0009.wav,47,1.0,Attentive,0.6,Protest & Distress,0.14,neutral,low,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.02, 'Aggressive': 0.03, 'Attentive': 0.6, 'Avoidance': 0.01, 'Birth': 0.07, 'Calf Nourishment & Weaning': 0.03, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.02, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.025, 'Protest & Distress': 0.14}","The elephant is in an alert, attentive state — listening or monitoring.",60.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.0%)
409,session_21_call_0010.wav,47,1.0,Aggressive,0.34,Protest & Distress,0.22,negative,high,adult_female,ears,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.005, 'Aggressive': 0.34, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.22, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.055, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.045, 'Maintenance': 0.0, 'Protest & Distress': 0.22}","The elephant is displaying aggressive or threatening behavior— likely a dominance assertion with high intensity, possibly escalating to confrontation with ears spread wide (visual threat display).",34.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.0%)
410,session_21_call_0011.wav,47,1.0,Aggressive,0.335,Protest & Distress,0.275,negative,high,adult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.0, 'Aggressive': 0.335, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.19, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.11, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.275}","The elephant is displaying aggressive or threatening behavior— likely a dominance assertion with high intensity, possibly escalating to confrontation.",33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (27.5%)
411,session_21_call_0012.wav,28,1.0,Maintenance,0.38,Foraging & Comfort Technique,0.145,neutral,low,calf,body,acoustic,,"{'Advertisement & Attraction': 0.075, 'Affiliative': 0.01, 'Aggressive': 0.01, 'Attentive': 0.1, 'Avoidance': 0.005, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.0, 'Courtship': 0.035, 'Foraging & Comfort Technique': 0.145, 'Lone & Object Play': 0.035, 'Maintenance': 0.38, 'Protest & Distress': 0.07}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",38.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (14.5%)
412,session_21_call_0013.wav,47,1.0,Aggressive,0.335,Protest & Distress,0.22,negative,high,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.015, 'Aggressive': 0.335, 'Attentive': 0.01, 'Avoidance': 0.03, 'Birth': 0.15, 'Calf Nourishment & Weaning': 0.04, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.045, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.035, 'Maintenance': 0.0, 'Protest & Distress': 0.22}","The elephant is displaying aggressive or threatening behavior with high intensity, possibly escalating to confrontation.",33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.0%)
413,session_21_call_0014.wav,28,1.0,Protest & Distress,0.59,Birth,0.245,negative,high,adult_female,body,chemical,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.005, 'Aggressive': 0.035, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.245, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.05, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.02, 'Maintenance': 0.0, 'Protest & Distress': 0.59}",The elephant appears to be in distress or protesting a situation with high urgency.,59.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (24.5%)
414,session_21_call_0015.wav,47,1.0,Birth,0.335,Protest & Distress,0.24,negative,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.01, 'Aggressive': 0.145, 'Attentive': 0.005, 'Avoidance': 0.065, 'Birth': 0.335, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.105, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.04, 'Maintenance': 0.0, 'Protest & Distress': 0.24}",The call is associated with a birth event.,33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (24.0%)
415,session_21_call_0016.wav,47,1.0,Courtship,0.275,Birth,0.195,neutral,medium,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.145, 'Affiliative': 0.025, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.195, 'Calf Nourishment & Weaning': 0.025, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.035, 'Courtship': 0.275, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.04, 'Maintenance': 0.005, 'Protest & Distress': 0.17}",The call is associated with courtship or mating behavior.,27.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (19.5%)
416,session_21_call_0017.wav,5,1.0,Coalition Building,0.215,Protest & Distress,0.145,positive,medium,adult_female,trunk,seismic,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.06, 'Aggressive': 0.035, 'Attentive': 0.07, 'Avoidance': 0.02, 'Birth': 0.12, 'Calf Nourishment & Weaning': 0.08, 'Calf Reassurance & Protection': 0.03, 'Coalition Building': 0.215, 'Conflict & Confrontation': 0.02, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.1, 'Lone & Object Play': 0.05, 'Maintenance': 0.015, 'Protest & Distress': 0.145}","The elephant is coordinating with others, building alliances or group cohesion— consistent with a matriarch organizing group activity.",21.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.5%)
417,session_21_call_0018.wav,47,1.0,Advertisement & Attraction,0.38,Birth,0.29,neutral,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.38, 'Affiliative': 0.01, 'Aggressive': 0.015, 'Attentive': 0.005, 'Avoidance': 0.015, 'Birth': 0.29, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.015, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.03, 'Maintenance': 0.005, 'Protest & Distress': 0.185}",The elephant is producing an advertisement call to attract attention.,38.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (29.0%)
418,session_21_call_0019.wav,5,1.0,Lone & Object Play,0.275,Protest & Distress,0.15,positive,medium,adult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.08, 'Affiliative': 0.015, 'Aggressive': 0.02, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.145, 'Calf Nourishment & Weaning': 0.025, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.025, 'Courtship': 0.13, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.275, 'Maintenance': 0.005, 'Protest & Distress': 0.15}",The elephant is vocalizing during solitary play or interaction with objects.,27.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.0%)
419,session_21_call_0020.wav,47,1.0,Birth,0.365,Aggressive,0.2,negative,high,calf,body,visual,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.05, 'Aggressive': 0.2, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.365, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.09, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.03, 'Maintenance': 0.01, 'Protest & Distress': 0.17}",The call is associated with a birth event.,36.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Aggressive (20.0%)
420,session_22_call_0001.wav,47,1.0,Birth,0.62,Protest & Distress,0.24,neutral,high,subadult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.015, 'Aggressive': 0.025, 'Attentive': 0.0, 'Avoidance': 0.015, 'Birth': 0.62, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.05, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.24}",The call is associated with a birth event— the mother or attending females are vocalizing during or after birth.,62.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (24.0%)
421,session_22_call_0002.wav,47,1.0,Birth,0.685,Protest & Distress,0.16,neutral,high,calf,ears,seismic,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.0, 'Aggressive': 0.01, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.685, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.025, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.16}",The call is associated with a birth event.,68.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (16.0%)
422,session_22_call_0003.wav,47,1.0,Birth,0.675,Protest & Distress,0.19,neutral,high,adult_female,body,acoustic,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.01, 'Aggressive': 0.015, 'Attentive': 0.0, 'Avoidance': 0.0, 'Birth': 0.675, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.03, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.19}",The call is associated with a birth event— the mother or attending females are vocalizing during or after birth.,67.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (19.0%)
423,session_22_call_0004.wav,47,1.0,Birth,0.505,Protest & Distress,0.35,neutral,high,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.005, 'Aggressive': 0.02, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.505, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.025, 'Courtship': 0.035, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.35}",The call is associated with a birth event.,50.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (35.0%)
424,session_22_call_0005.wav,47,1.0,Coalition Building,0.26,Protest & Distress,0.19,positive,medium,subadult_female,body,acoustic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.02, 'Aggressive': 0.045, 'Attentive': 0.005, 'Avoidance': 0.025, 'Birth': 0.075, 'Calf Nourishment & Weaning': 0.045, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.26, 'Conflict & Confrontation': 0.015, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.14, 'Maintenance': 0.005, 'Protest & Distress': 0.19}","The elephant is coordinating with others, building alliances or group cohesion— consistent with a matriarch organizing group activity.",26.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (19.0%)
425,session_22_call_0006.wav,47,1.0,Courtship,0.18,Lone & Object Play,0.135,positive,medium,adult_female,feet,acoustic,,"{'Advertisement & Attraction': 0.125, 'Affiliative': 0.025, 'Aggressive': 0.035, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.11, 'Calf Nourishment & Weaning': 0.02, 'Calf Reassurance & Protection': 0.105, 'Coalition Building': 0.08, 'Conflict & Confrontation': 0.01, 'Courtship': 0.18, 'Foraging & Comfort Technique': 0.06, 'Lone & Object Play': 0.135, 'Maintenance': 0.015, 'Protest & Distress': 0.095}",The call is associated with courtship or mating behavior— the female may be signaling receptivity.,18.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Lone & Object Play (13.5%)
